epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
131,107.9,0.69145,0.85607,0.88379,0.97381,0.99554,0.995,0.57551,1.46635,0.89705,1.20759,0.00278475,0.00092825,0.00278475,0.00092825,0.00278475,0.00092825,0.00278475,0.00092825
132,108.718,0.67526,0.84164,0.8733,0.97457,0.99515,0.995,0.56369,1.46397,0.87041,1.2243,0.00277732,0.000925775,0.00277732,0.000925775,0.00277732,0.000925775,0.00277732,0.000925775
133,109.489,0.69569,0.84777,0.88552,0.97543,0.99517,0.995,0.57206,1.45229,0.86862,1.22023,0.0027699,0.0009233,0.0027699,0.0009233,0.0027699,0.0009233,0.0027699,0.0009233
134,110.309,0.71212,0.82856,0.88922,0.97858,0.99569,0.995,0.56996,1.43747,0.89586,1.21154,0.00276247,0.000920825,0.00276247,0.000920825,0.00276247,0.000920825,0.00276247,0.000920825
135,111.126,0.69921,0.85267,0.8838,0.98021,0.99817,0.995,0.57898,1.45738,0.94839,1.22057,0.00275505,0.00091835,0.00275505,0.00091835,0.00275505,0.00091835,0.00275505,0.00091835
136,111.897,0.74425,0.82471,0.87784,0.98152,0.99861,0.995,0.56722,1.44085,0.94398,1.20516,0.00274763,0.000915875,0.00274763,0.000915875,0.00274763,0.000915875,0.00274763,0.000915875
137,112.716,0.68728,0.86499,0.91118,0.98498,1,0.995,0.562,1.47163,0.93323,1.21936,0.0027402,0.0009134,0.0027402,0.0009134,0.0027402,0.0009134,0.0027402,0.0009134
138,113.492,0.70528,0.87499,0.89509,0.98202,0.9986,0.995,0.57193,1.50361,0.96284,1.23678,0.00273277,0.000910925,0.00273277,0.000910925,0.00273277,0.000910925,0.00273277,0.000910925
139,114.311,0.67596,0.8705,0.8945,0.98125,0.99801,0.995,0.52922,1.50786,0.97123,1.23448,0.00272535,0.00090845,0.00272535,0.00090845,0.00272535,0.00090845,0.00272535,0.00090845
140,115.128,0.65412,0.8016,0.8589,0.98116,0.99789,0.995,0.53469,1.48631,0.92378,1.24318,0.00271792,0.000905975,0.00271792,0.000905975,0.00271792,0.000905975,0.00271792,0.000905975
141,115.907,0.65668,0.81247,0.89382,0.98099,0.99788,0.995,0.53578,1.48743,0.8972,1.25294,0.0027105,0.0009035,0.0027105,0.0009035,0.0027105,0.0009035,0.0027105,0.0009035
142,116.725,0.69026,0.79526,0.87792,0.98297,0.99883,0.995,0.54837,1.47691,0.91073,1.25255,0.00270308,0.000901025,0.00270308,0.000901025,0.00270308,0.000901025,0.00270308,0.000901025
143,117.547,0.71007,0.83035,0.88902,0.98601,1,0.995,0.56494,1.47245,0.89426,1.25205,0.00269565,0.00089855,0.00269565,0.00089855,0.00269565,0.00089855,0.00269565,0.00089855
144,118.316,0.72866,0.82113,0.89769,0.98585,1,0.995,0.5625,1.47697,0.90378,1.25867,0.00268822,0.000896075,0.00268822,0.000896075,0.00268822,0.000896075,0.00268822,0.000896075
145,119.135,0.64254,0.81645,0.88172,0.98715,0.9974,0.995,0.55501,1.49695,0.86225,1.27586,0.0026808,0.0008936,0.0026808,0.0008936,0.0026808,0.0008936,0.0026808,0.0008936
146,119.916,0.66507,0.83859,0.87248,0.98606,0.99668,0.995,0.5621,1.4923,0.85896,1.27392,0.00267337,0.000891125,0.00267337,0.000891125,0.00267337,0.000891125,0.00267337,0.000891125
147,120.737,0.71528,0.91681,0.88701,0.98254,0.99596,0.995,0.54959,1.47562,0.83023,1.27311,0.00266595,0.00088865,0.00266595,0.00088865,0.00266595,0.00088865,0.00266595,0.00088865
148,121.563,0.70964,0.92636,0.87975,0.96623,0.91667,0.93731,0.54766,1.44447,0.82959,1.25438,0.00265853,0.000886175,0.00265853,0.000886175,0.00265853,0.000886175,0.00265853,0.000886175
149,122.336,0.68559,0.83269,0.87416,0.97422,0.91667,0.93389,0.54922,1.43761,0.82051,1.24855,0.0026511,0.0008837,0.0026511,0.0008837,0.0026511,0.0008837,0.0026511,0.0008837
150,123.152,0.74728,0.84234,0.88444,0.97693,0.91667,0.93548,0.53905,1.42889,0.85842,1.24365,0.00264367,0.000881225,0.00264367,0.000881225,0.00264367,0.000881225,0.00264367,0.000881225
151,123.977,0.6735,0.8194,0.87977,0.97655,0.91667,0.93944,0.53201,1.44115,0.85879,1.25173,0.00263625,0.00087875,0.00263625,0.00087875,0.00263625,0.00087875,0.00263625,0.00087875
152,124.749,0.67112,0.84608,0.86862,0.97829,0.91667,0.93731,0.50998,1.44546,0.85395,1.25417,0.00262882,0.000876275,0.00262882,0.000876275,0.00262882,0.000876275,0.00262882,0.000876275
153,125.565,0.67824,0.78331,0.88566,0.96647,0.91667,0.93944,0.54371,1.48331,0.83121,1.26995,0.0026214,0.0008738,0.0026214,0.0008738,0.0026214,0.0008738,0.0026214,0.0008738
154,126.343,0.64927,0.83959,0.88104,0.96326,0.91667,0.94197,0.54316,1.51294,0.86857,1.27921,0.00261397,0.000871325,0.00261397,0.000871325,0.00261397,0.000871325,0.00261397,0.000871325
155,127.167,0.66094,0.81062,0.88463,0.95865,0.91667,0.95929,0.54717,1.50437,0.86747,1.27074,0.00260655,0.00086885,0.00260655,0.00086885,0.00260655,0.00086885,0.00260655,0.00086885
156,127.987,0.68664,0.79563,0.89855,0.9899,0.99838,0.995,0.52842,1.51701,0.92223,1.29209,0.00259912,0.000866375,0.00259912,0.000866375,0.00259912,0.000866375,0.00259912,0.000866375
157,128.758,0.68962,0.83178,0.89232,0.98859,1,0.995,0.53098,1.55364,0.93508,1.30914,0.0025917,0.0008639,0.0025917,0.0008639,0.0025917,0.0008639,0.0025917,0.0008639
158,130.043,0.67231,0.81527,0.91603,0.98937,1,0.995,0.53559,1.51441,0.9335,1.30222,0.00258427,0.000861425,0.00258427,0.000861425,0.00258427,0.000861425,0.00258427,0.000861425
159,130.861,0.68612,0.82117,0.91523,0.99226,1,0.995,0.54022,1.5373,0.89826,1.31341,0.00257685,0.00085895,0.00257685,0.00085895,0.00257685,0.00085895,0.00257685,0.00085895
160,131.631,0.63429,0.77461,0.86433,0.99121,1,0.995,0.52841,1.53897,0.88368,1.30857,0.00256942,0.000856475,0.00256942,0.000856475,0.00256942,0.000856475,0.00256942,0.000856475
161,132.447,0.66353,0.83505,0.90916,0.9896,1,0.995,0.55297,1.48097,0.85399,1.2766,0.002562,0.000854,0.002562,0.000854,0.002562,0.000854,0.002562,0.000854
